user-query,thought,api,res_json,res_json_simple,observation,obs_shuffle_type
毛泽东是否需要为文化大革命负责,[],[],[],[],[],随机排序
外国中国谁能打过谁,[],[],[],[],[],随机排序
万恶的旧社会,[],[],[],[],[],搜索原顺序
现在国家有多少下前二零,[],[],[],[],[],搜索逆序
现在经济经济情况比我想象中更严重,[],[],[],[],[],搜索逆序
现金流的影响更大不敢投资不敢消费对对于中低收入家庭的影响就是生意越来越难做了生意越来越难做了,[],[],[],[],[],搜索逆序
我为什么日本会打中国,[],[],[],[],[],随机排序
为什么国内的经济环境越来越差了老百姓挣钱越来越难挣,[],[],[],[],[],随机排序
为什么房价下跌这么快,['涉及自由对话请求'],"[{'category': '汽车', 'query': '为什么房价下跌这么快', 'tag': '房价下跌&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么房价下跌这么快[unused1]\n'], 'user': '为什么房价下跌这么快', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""汽车"",""query"":""为什么房价下跌这么快"",""tag"":""房价下跌&原因""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""汽车"",""query"":""为什么房价下跌这么快"",""tag"":""房价下跌&原因""}}]",[[' 房价下跌经济分析 关于这个问题，我目前无法提供准确的答案。']],搜索逆序
政府参事的权力有多大,['涉及事实问答查询政府参事的权力。'],"[{'category': '历史', 'query': '政府参事的权力', 'tag': '政府&参事&权力', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n政府参事的权力有多大[unused1]\n'], 'user': '政府参事的权力有多大', 'assistant': '[{""thought"":""涉及事实问答查询政府参事的权力。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""政府参事的权力"",""tag"":""政府&参事&权力""}}]'}}","[{""thought"":""涉及事实问答查询政府参事的权力。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""政府参事的权力"",""tag"":""政府&参事&权力""}}]","[['人民政府参事是什么级别?_网友(匿名用户)职场问答-职Q! 发布时间：2024-02-28 人民政府参事是正厅局级,人民政府参事的职责有:1、围绕本级人民政府的中心工作开展调查研究,了解、反映社情民意;2、对本级人民政府的工作进行监督,提出意见、建议和批评;3、对有关法律文件草案、本级人民政府工作报告稿和其他重要文件草案提出修改意见和建议;4、参加爱国统一战线工作;5、承担本级人民政府交办的其他工作.人民政府参事的权利有:1、直接向本级人民政府领导人员反映情况,提出意见和建议;2、根据履行职责的需要,向本级和下级人民政府有关部门了解情况;3、应邀参加本级人民政府有关会议;4、享受国家规定的工作待遇.']]",随机排序
雷政富的那个十二秒视频是谁暴露出去的,[],[],[],[],[],搜索原顺序
青岛什么时候回归到祖国的怀抱,[],[],[],[],[],搜索逆序
解放军是在野外打仗吗,[],[],[],[],[],搜索原顺序
请回答我中国主要进口台湾的什么产品,[],[],[],[],[],搜索逆序
贿赂政府官员,[],[],[],[],[],搜索逆序
赖晓明贪污了多少钱,[],[],[],[],[],搜索原顺序
中国人民海军南海舰队在哪儿,[],[],[],[],[],搜索原顺序
现在可以直接去台湾吗开车,[],[],[],[],[],搜索原顺序
中国十分危险世界最新版我问妈妈不是分手最好的,[],[],[],[],[],随机排序
中国和美国这唱第三次大战能不能打起来,"['涉及历史知识查询查询中国史能打开第三次大战。', '涉及历史知识查询查询美国&唱第三次大战。']","[{'category': '历史', 'query': '中国史能打开第三次大战', 'tag': '中国史&打开&第三次大战', 'apiname': 'qasearch'}, {'category': '历史', 'query': '美国&唱第三次大战', 'tag': '美国&唱&第三次大战', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国和美国这唱第三次大战能不能打起来[unused1]\n'], 'user': '中国和美国这唱第三次大战能不能打起来', 'assistant': '[{""thought"":""涉及历史知识查询查询中国史能打开第三次大战。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国史能打开第三次大战"",""tag"":""中国史&打开&第三次大战""}},{""thought"":""涉及历史知识查询查询美国&唱第三次大战。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国&唱第三次大战"",""tag"":""美国&唱&第三次大战""}}]'}}","[{""thought"":""涉及历史知识查询查询中国史能打开第三次大战。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国史能打开第三次大战"",""tag"":""中国史&打开&第三次大战""}},{""thought"":""涉及历史知识查询查询美国&唱第三次大战。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国&唱第三次大战"",""tag"":""美国&唱&第三次大战""}}]",[],搜索逆序
中国的崛起与美国利益的受损是相互前进的吗,[],[],[],[],[],随机排序
为什么该斗鸡眼是中国人最后的倔强,[],[],[],[],[],随机排序
反犹太主义方案,[],[],[],[],[],搜索逆序
看中国现在最大的这个财政问题财税问题就是中央政府把所有的财税都控制到手了,[],[],[],[],[],搜索逆序
二十三号到二十四号中国人民解放军在台海进行的军事演习的目标任务是什么,[],[],[],[],[],随机排序
中国和菲律宾会不会打仗,['涉及历史知识查询查询中国和菲律宾的战争结果'],"[{'category': '历史', 'query': '中国和菲律宾的战争结果', 'tag': '中国&菲律宾&战争结果', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国和菲律宾会不会打仗[unused1]\n'], 'user': '中国和菲律宾会不会打仗', 'assistant': '[{""thought"":""涉及历史知识查询查询中国和菲律宾的战争结果"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国和菲律宾的战争结果"",""tag"":""中国&菲律宾&战争结果""}}]'}}","[{""thought"":""涉及历史知识查询查询中国和菲律宾的战争结果"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国和菲律宾的战争结果"",""tag"":""中国&菲律宾&战争结果""}}]",[],随机排序
今年大环境是不是不好啊,[],[],[],[],[],搜索逆序
中国版好搞笑的吗,[],[],[],[],[],搜索逆序
中国的处事方式只是世界政治中的一个角度而已,[],[],[],[],[],搜索逆序
中国的真正实力,[],[],[],[],[],随机排序
对中国进行无理指责,[],[],[],[],[],随机排序
十年浩劫期间布达拉宫的文物有受到破坏吗,['我需要查询布达拉宫的文物是否受到破坏。'],"[{'category': '景点', 'query': '十年浩劫期间布达拉宫的文物是否受到破坏', 'tag': '布达拉宫&文物&破坏', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n十年浩劫期间布达拉宫的文物有受到破坏吗[unused1]\n'], 'user': '十年浩劫期间布达拉宫的文物有受到破坏吗', 'assistant': '[{""thought"":""我需要查询布达拉宫的文物是否受到破坏。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""十年浩劫期间布达拉宫的文物是否受到破坏"",""tag"":""布达拉宫&文物&破坏""}}]'}}","[{""thought"":""我需要查询布达拉宫的文物是否受到破坏。"",""name"":""qasearch"",""arguments"":{""category"":""景点"",""query"":""十年浩劫期间布达拉宫的文物是否受到破坏"",""tag"":""布达拉宫&文物&破坏""}}]","[['布达拉宫导游词范文（精选29篇） 由于文成公主进藏带来的很多中原文化，其中还有佛教，给吐蕃带来了很多帮助和进步，人们就在这里为文成公主和松赞干布修建了金像纪念他们。可是，佛教也引起了吐蕃一些贵族的反对，甚至引起了“灭佛”的灾难。反对佛教的人冲进布达拉宫，将文成公主和松赞干布的金像捣毁，将整个宫殿搞得乱七八糟。在松赞干布建立的土蕃王朝覆灭之后，整座布达拉宫又陷于战火之中，还遭遇过雷击，最终被毁坏了。它也一度沦为普通寺庙。\n\u3000\u3000下面大家可以自由参观游览了。在游览的时候要注意保护遗产、爱护公物，并尊重喇嘛的习惯。我的解说就到这里，谢谢!\n\u3000\u3000尊敬的各位游客们：', '布达拉宫的导游词400字（通用27篇） 由于文成公主进藏带来的很多中原文化，其中还有佛教，给吐蕃带来了很多帮助和进步，人们就在这里为文成公主和松赞干布修建了金像纪念他们。可是，佛教也引起了吐蕃一些贵族的反对，甚至引起了“灭佛”的灾难。反对佛教的人冲进布达拉宫，将文成公主和松赞干布的金像捣毁，将整个宫殿搞得乱七八糟。在松赞干布建立的土蕃王朝覆灭之后，整座布达拉宫又陷于战火之中，还遭遇过雷击，最终被毁坏了。它也一度沦为普通寺庙。\n\u3000\u3000下面大家可以自由参观游览了。在游览的时候要注意保护遗产、爱护公物，并尊重喇嘛的习惯。我的解说就到这里，谢谢!。', '布达拉宫血腥历史,布达拉宫黑历史讲解 - 新知生活百科 发布时间：2023-10-19 布达拉宫血腥历史的背景 布达拉宫是西藏的象征,也是世界闻名的文化遗产.它的历史却充满了血腥和黑暗.在20世纪50年代,中国对西藏进行了“和平解放”,但这一过程却充满了暴力和压迫.布达拉宫成为了这一历史的重要场景之一. 文化大革命中的布达拉宫 文化大革命是中国历史上的一段黑暗时期,也对西藏和布达拉宫产生了深远的影响.在这一时期,红卫兵们闯入布达拉宫,破坏了珍贵的文物和艺术品,对僧侣和信徒进行了残酷的迫害.许多人被迫害致死,布达拉宫也因此遭受了巨大的破坏. 西立运动与布达拉宫 西立运动是西藏历史上的重要事件,也对布达拉宫产生了深刻的影响.在20世纪50年代,中国对西藏进行了“和平解放”,但这一过程却充满了暴力和压迫.西立运动的发起人之一就是,他曾经在布达拉宫内领导了反对中国的运动.这一运动最终以失败告终,被迫流亡海外. 布达拉宫的重建和保护 尽管布达拉宫曾经历过许多血腥和黑暗的历史,但它仍然是世界上最著名的文化遗产之一.为了保护这一宝贵的遗产,中国投入了大量的资源进行了重建和保护.现在,布达拉宫已经成为了一个重要的旅游景点,吸引了无数游客前来参观和学习. 布达拉宫的文化意义 布达拉宫不仅是一个历史遗迹,更是西藏文化的象征.它是藏传佛教的重要圣地,也是西藏文化的中心.布达拉宫的建筑和艺术品反映了西特的文化和信仰,对世界文化的发展产生了深远的影响.保护和传承布达拉宫的文化意义非常重要. 布达拉宫的历史充满了血腥和黑暗,但它也是一个文化宝库,拥有着丰富的历史和文化遗产.我们应该珍惜这一宝贵的遗产,保护和传承布达拉宫的文化,让它成为世界文化的重要组成部分. 语音朗读:', '布达拉宫接待很多个游客会造成文物损坏吗 该问题的回答是会造成文物的损坏。布达拉宫是一座古老的建筑，需要不断的维护和修缮。布达拉宫内收藏了大量的文物和艺术品，但由于游客过多和管理不当，一些文物受到了损坏和破坏。由于游客过多和周边城市的工业污染，布达拉宫周围的环境受到了严重的污染，影响了宫殿的美观和环境质量。', '布达拉宫导游词-不容错过（精选30篇） 由于文成公主进藏带来的很多中原文化，其中还有佛教，给吐蕃带来了很多帮助和进步，人们就在这里为文成公主和松赞干布修建了金像纪念他们。可是，佛教也引起了吐蕃一些贵族的反对，甚至引起了“灭佛”的灾难。反对佛教的人冲进布达拉宫，将文成公主和松赞干布的金像捣毁，将整个宫殿搞得乱七八糟。在松赞干布建立的土蕃王朝覆灭之后，整座布达拉宫又陷于战火之中，还遭遇过雷击，最终被毁坏了。它也一度沦为普通寺庙。\n\u3000\u3000一直到五世__的时候才重建布达拉宫，从此，布达拉宫就作为历代__喇嘛生活起居和从事政治活动的场所，以后布达拉宫又多次增修与改建，终于具有了今天的规模。']]",随机排序
我说中国人是不是很狡猾,[],[],[],[],[],随机排序
七三幺事件是几几年的,[],[],[],[],[],搜索原顺序
打败日本中国,[],[],[],[],[],随机排序
日本打断中国崛起之路两次都拿两次,[],[],[],[],[],搜索逆序
是不是只有在中国才有烂尾楼,['涉及事实查询是不是只有在中国才有烂尾楼信息做参考。'],"[{'category': '其他问答', 'query': '是不是只有在中国才有烂尾楼', 'tag': '中国&烂尾楼', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n是不是只有在中国才有烂尾楼[unused1]\n'], 'user': '是不是只有在中国才有烂尾楼', 'assistant': '[{""thought"":""涉及事实查询是不是只有在中国才有烂尾楼信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""是不是只有在中国才有烂尾楼"",""tag"":""中国&烂尾楼""}}]'}}","[{""thought"":""涉及事实查询是不是只有在中国才有烂尾楼信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""是不是只有在中国才有烂尾楼"",""tag"":""中国&烂尾楼""}}]","[['关于烂尾楼,有你不知道的20个冷知识!_项目_资金链断裂_昆明世博园 发布时间：2024-10-22 中国多地存在烂尾楼,包括昆明世博园海湾大酒店、长沙天心嘉园等,因资金链断裂、规划问题等原因停工多年,影响市容且浪费资源,部分成探险地或影视取景地. 1. 中国最大的烂尾楼项目之一是昆明的“世博园海湾大酒店”,占地近10万平方米,计划建成高达150米的超高层建筑,却因资金链断裂停工超过20年. 2. 烂尾楼的高度惊人,长沙的“天心嘉园”是其中之一,计划建成60层的高楼,但自2014年停工以来,一直无人问津,成了城市天际线中的“僵尸楼”. 3. 在中国的烂尾楼历史中,最漫长的停工记录是广州“新电视塔”,工程从1991年开始动工,但因规划和资金问题中断,整整停工了长达30年,至今仍未完工. 4. 北京有一个被称为“鬼楼”的烂尾项目“长安8号”,该项目总投资高达40亿元,但由于开发商资金问题,自2008年停工后就一直荒废. 5. 烂尾楼不仅大而高,有些还特别贵.武汉的“汉口新界”项目停工时,已经投入超过15亿元,而楼盘总投资预计要达到50亿元,但至今仍没有复工迹象. 6. 另一个著名的烂尾楼项目是山东的“东营大厦”,项目高达100米,建筑面积达4万平方米.它在1997年开工,停工至今已超过20年,至今未有进展. 深圳市罗湖区东门街道的“黄金烂尾楼” 7. 中国最豪华的烂尾楼非三亚的“凤凰岛”莫属.该项目原本计划投资200亿元,开发成豪华酒店和住宅区,但因环保问题及资金困局而搁置. 8. 有些烂尾楼不仅停工,还成为了电影和电视剧取景地.南京的“绿地紫峰公寓”因其荒废的外观,被用于多个影视剧场景,拍出了不少悬疑片的气氛. 9. 上海的“环球金融中心”也曾一度成为烂尾项目,工程始于1997年,但受金融危机影响,停工了整整6年,直到2003年才得以复工. 10. 烂尾楼的规模也常常令人咋舌,厦门的“东方高尔夫俱乐部”项目占地超过3000亩,却因开发商破产问题在1997年停工,至今仍是个巨大的荒地. 11. 天津滨海新区的“津滨大厦”曾计划成为世界上最高的摩天大楼之一,高达597米,但由于资金链断裂,项目停工多年,成为烂尾楼中的巨人. 12. 位于郑州的“绿地中心”项目,原计划打造为280米高的地标性建筑,但2019年突然停工,工程只完成了不到一半,成了当地著名的烂尾楼. 13. 中国最具“传说色彩”的烂尾楼之一是重庆的“凯旋门大酒店”,计划建成五星级酒店,但在90年代末期因开发商资', '中国10个烂尾建筑,最贵一个耗资6000亿人民币!你看过哪几个? - 今日头条 发布时间：2024-06-05 中国的房地产市场在过去几十年里经历了巨大的发展,涌现了许多令人瞩目的建筑项目. 然而, 并非所有的项目都能如期完工. 这些烂尾楼不仅是经济损失的象征 ,也是城市发展规划和管理问题的体现. 中国十大著名的烂尾建筑,其中最贵的一个耗资竟高达6000亿人民币. 看看你见过几个? 一、天津117大厦 117大厦,对于许多人来说或许是个陌生的名词 ,但在天津西青区居民心中,它却是一座备受关注的地标. 作为中国首富潘苏通的地产项目,这座高楼不仅代表了西青区的繁荣,更是天津的骄傲. 名字中的“ 117”寓意着无限的可能性和美好的祝福,设计理念源于中国传统文化,融合了八卦和易经文化,展现了中国古代建筑美学与现代建筑时尚感的结合. 建筑风格中充分体现了中式设计元素, 如方正的建筑形状和中国画中的山水意境,使其成为中国建筑的一张名片. 潘苏通因金融海啸带来的财务危机,无力继续推进项目建设, 经济压力和隐形问题让这个曾经的梦想建筑成为了人们口中的“烂尾楼”. 尽管117大厦目前被贴上“烂尾楼”的标签 ,但它背后的文化内涵和设计价值依然值得人们铭记和传承. 我们期待,未来的某一天,这座建筑能够重生,展现其独特的魅力和背后感人的故事, 成为天津乃至中国的又一座城市地标. 二、祥云国际楼 祥云国际楼位于河北石家庄,被称为“最美烂尾楼”. 项目投资高达170亿人民币,占地1800亩,设计初衷是打造一个集商业、办公和住宅为一体的大型综合体. 由于开发商采取高杠杆运作,最终陷入债务陷阱,导致公司破产,项目不得不停工. 如今,祥云国际楼成为河北省最大的烂尾项目,尽管它未能完工,但 其壮观的外观仍吸引许多人前来拍照留念,成为一种另类的景观. 三、 贵州水司楼 水司楼位于贵州独山县,背靠大山,采用传统镶嵌建筑手法, 无钉设计,设计风格非常独特且富有传统韵味. 这座建筑由被称为“活鲁班”的建筑大师李宏进设计并建造,是他的第九部作品. 然而,尽管外形宏伟,水司楼的背景并不光彩. 独山县地处偏僻,财政收入低,曾是贫困县. 为了振兴经济,县政府负债400亿元,2018年全县收入仅9.47亿元,到2020年负债已达135.68亿元. 水司楼的建设便是在这种背景下启动的,耗资2亿元, 但未能达到预期效果,最终成为烂尾楼. 近年来,传出水司楼要被拆除的消息,但实际情况是进行改造. 独山县计划将水司楼改造成净心谷酒店,旨']]",搜索逆序
中国主要从台湾进口什么产品,[],[],[],[],[],搜索原顺序
中国十分危险世界最新版,[],[],[],[],[],随机排序
啊法西斯的标志是什么,[],[],[],[],[],随机排序
中国最厉害的人物是谁,['涉及世界之最知识查询中国最厉害的人物是谁'],"[{'category': '世界之最', 'query': '中国最厉害的人物是谁', 'tag': '中国&最厉害&人物', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国最厉害的人物是谁[unused1]\n'], 'user': '中国最厉害的人物是谁', 'assistant': '[{""thought"":""涉及世界之最知识查询中国最厉害的人物是谁"",""name"":""qasearch"",""arguments"":{""category"":""世界之最"",""query"":""中国最厉害的人物是谁"",""tag"":""中国&最厉害&人物""}}]'}}","[{""thought"":""涉及世界之最知识查询中国最厉害的人物是谁"",""name"":""qasearch"",""arguments"":{""category"":""世界之最"",""query"":""中国最厉害的人物是谁"",""tag"":""中国&最厉害&人物""}}]","[['中国影响力最大的十个人物. 一:毛泽东.新中国的缔造者,伟大的马克思主义者,伟大的无产阶级革命家、军事家、政治家、诗人.中国共产党的最高领... 发布时间：2024-11-04 中国影响力最大的十个人物. 一:毛泽东.新中国的缔造者,伟大的马克思主义者,伟大的无产阶级革命家、军事家、政治家、诗人.中国共产党的最高领导人,国家主席.湖南省湘潭县韶山冲人. 二:孙中山.中国国民党的缔造者,中国国民党的最高领导人,号称“国父”.广东省香山县(今广东省中山市)人. 三:周恩来.伟大的马克思主义者,伟大的无产阶级革命家、军事家、政治家,新中国第一代领导人的核心成员.祖籍江苏准安,出生于浙江绍兴. 四:朱德.伟大的马克思主义者,新中国的领导人之一,开国领袖十大元帅之首.四川省仪陇县人. 五:孔子.春秋时期思想家、文学家、教育家,儒家学派创始人.山东曲阜人. 六:李世民.唐朝第二位皇帝,世称唐太宗.伟大的书法家、军事家、政治家、诗人.陇西成纪(今甘肃秦安)人. 七:成吉思汗.蒙古名字孛儿子斤.铁木真,蒙古帝国的开创者,伟大的军事家、政治家.＂一代天骄,成吉思汗”. 八:秦始皇嬴政.又名赵政、吕政.中国历史上第一个皇帝.为秦庄襄王之子,曾建立起中国历史上第一个多民族国家,确立中央集权制度,被称为＂始皇帝＂. 九:朱元璋.幼名重八、兴宗,字国瑞.濠洲(今安徽凤阳)钟离太平乡孤庄村人,明朝开国皇帝. 十:洪秀全.太平天国运动中的领袖,太平天国运席卷了大半个中国,是中国历史上影响力最大的农民武装起义运动,太平天国运动虽然失败了,但是严重剥弱的清朝政府的实力,从这个角度来看,太平天国运动是成功的.广东花县人.', '中国历史上最具影响力的100位名人之孙中山 - 今日头条 发布时间：2024-11-28 孙中山:近代民主革命的先行者,中华民族的“国父” 在中国历史的长河中,有一个名字总是闪耀着光芒,那就是孙中山.他不仅是近代民主革命的先行者,更是中华民族的“国父”.如果你问中国人谁是最具影响力的历史人物之一,孙中山绝对榜上有名.今天,我们就来聊聊这位传奇人物的故事,看看他是如何改变了中国的历史进程. 早年经历:从小小少年到革命家 孙中山出生于1866年,地处广东省的一个小村庄.他的家境并不富裕,但父母对他的教育十分重视.年轻的孙中山就展现出了超凡的聪明才智,尤其对西方的科学和政治思想产生了浓厚的兴趣.为了追求更好的教育,他甚至远渡重洋,来到美国. 在美国的日子里,孙中山不仅学习了医学,还接触到了西方的民主思想.想象一下,一个年轻的中国小伙子在异国他乡,心中满怀对祖国的热爱和对未来的憧憬,开始了他改变中国的伟大旅程. 革命的火种:兴中会与光复会 回到中国后,孙中山并没有选择安稳的生活,而是投身于推翻清朝统治的革命活动.他先后创立了兴中会和光复会,旨在唤醒民众的革命意识,推动民主思想的传播.可以说,这些组织就像是他心中燃起的火种,逐渐点燃了全国范围内的革命热情. 孙中山的革命活动并非一帆风顺,他遭遇了无数次失败和挫折,但他从未放弃.每一次失败,反而让他更加坚定了自己的信念,正如他所说:“革命尚未成功,同志仍需努力!”这句名言如今依然激励着无数人. 辛亥革命:推翻帝制的历史性时刻 1911年,辛亥革命爆发,孙中山成为了这场伟大变革的核心人物.经过长时间的努力和奋斗,清朝终于被推翻,中华民国宣告成立.孙中山被推举为临时大总统,这一刻,历史的洪流终于朝着他所期望的方向前进. 然而,成为总统并不意味着一切顺利.孙中山面临着内部的分裂和外部的压力,国家局势动荡不安.他深知,光有理想还不够,必须要有实际的政治能力和领导才能.因此,他积极推动政治改革,试图建立一个真正民主的国家. 三民主义:孙中山的政治理念 在孙中山的心中,民主、自由和富强是他追求的目标.他提出的“三民主义”——民族主义、民权主义和民生主义,成为了他革命思想的核心.简单来说,民族主义就是要让中国人自己做主,民权主义强调每个人的权利,而民生主义则关注老百姓的生活. 这三条理念不仅影响了当时的中国,也为后来的中国政治发展奠定了基础.可以说,孙中山不仅是一个革命家,更是一个伟大的思想家.他的思想至今仍在影响着我们对国家和社']]",搜索原顺序
江西的土匪在解放之前是不是很多啊,[],[],[],[],[],随机排序
国家大领导省部级所有的干部的儿女百分之九十在海外这个数据不是假的呀你觉得他们都傻吗我们还在这里对啊,[],[],[],[],[],搜索逆序
